id,campaign_id,campaign_name,channel,date,impressions,clicks,conversions,spend_usd,revenue_usd,ctr,cpc,cpl,conversion_rate,roas,bounce_rate,ad_quality,audience_age_group,audience_device,region,ad_format,objective,budget_type
926,1926,Campaign_926,LinkedIn,2023-02-03,3093,2631,130,2126.53,2419.39,0.8506,0.81,16.36,0.0494,1.14,0.1494,2,35-44,Mobile,North America,Image,Consideration,Lifetime
927,1927,Campaign_927,Google Ads,2023-01-25,45498,3837,227,651.01,637.96,0.0843,0.17,2.87,0.0592,0.98,0.9157,2,35-44,Tablet,Asia-Pacific,Text,Consideration,Daily
928,1928,Campaign_928,Organic Search,2023-02-12,41985,565,176,566.17,818.10,0.0135,1.00,3.22,0.3115,1.44,0.9865,5,25-34,Tablet,North America,Video,Consideration,Daily
929,1929,Campaign_929,Facebook Ads,2024-09-17,33009,2262,322,4487.37,6646.94,0.0685,1.98,13.94,0.1424,1.48,0.9315,3,45-54,Desktop,North America,Image,Consideration,Lifetime
930,1930,Campaign_930,Email,2023-03-04,17558,3024,310,2948.08,7916.34,0.1722,0.97,9.51,0.1025,2.69,0.8278,2,18-24,Tablet,LATAM,Text,Awareness,Daily
931,1931,Campaign_931,Google Ads,2023-05-15,18718,982,387,4675.56,9566.70,0.0525,4.76,12.08,0.3941,2.05,0.9475,4,35-44,Desktop,Asia-Pacific,Image,Consideration,Lifetime
932,1932,Campaign_932,Facebook Ads,2024-04-20,17705,1713,30,1761.84,2669.02,0.0968,1.03,58.73,0.0175,1.51,0.9032,4,25-34,Mobile,LATAM,Carousel,Consideration,Daily
933,1933,Campaign_933,Google Ads,2023-03-14,23082,606,65,3401.87,6245.73,0.0263,5.61,52.34,0.1073,1.84,0.9737,3,45-54,Tablet,Asia-Pacific,Carousel,Conversion,Daily
934,1934,Campaign_934,LinkedIn,2024-02-15,13342,1721,205,1063.22,3067.30,0.1290,0.62,5.19,0.1191,2.88,0.8710,5,35-44,Desktop,North America,Carousel,Awareness,Lifetime
935,1935,Campaign_935,Email,2024-12-25,13239,1042,100,3110.78,2435.85,0.0787,2.99,31.11,0.0960,0.78,0.9213,4,35-44,Mobile,Europe,Text,Awareness,Daily
936,1936,Campaign_936,Facebook Ads,2023-05-01,47622,1678,319,691.45,704.79,0.0352,0.41,2.17,0.1901,1.02,0.9648,3,18-24,Mobile,Europe,Image,Conversion,Daily
937,1937,Campaign_937,Facebook Ads,2024-07-05,47665,1741,30,60.30,175.25,0.0365,0.03,2.01,0.0172,2.91,0.9635,3,18-24,Desktop,LATAM,Text,Awareness,Lifetime
938,1938,Campaign_938,Facebook Ads,2023-09-29,33274,4902,372,4661.08,13485.96,0.1473,0.95,12.53,0.0759,2.89,0.8527,4,55+,Desktop,Europe,Image,Awareness,Daily
939,1939,Campaign_939,Facebook Ads,2023-11-06,12419,1154,190,2796.73,2637.07,0.0929,2.42,14.72,0.1646,0.94,0.9071,2,35-44,Tablet,Europe,Video,Consideration,Lifetime
940,1940,Campaign_940,Facebook Ads,2023-01-22,43832,1320,65,4638.36,4001.85,0.0301,3.51,71.36,0.0492,0.86,0.9699,3,55+,Mobile,LATAM,Carousel,Consideration,Lifetime
941,1941,Campaign_941,Google Ads,2024-10-28,16003,2952,414,1702.47,2643.45,0.1845,0.58,4.11,0.1402,1.55,0.8155,4,25-34,Mobile,North America,Video,Awareness,Lifetime
942,1942,Campaign_942,Email,2024-06-06,31866,4794,302,1672.54,1044.16,0.1504,0.35,5.54,0.0630,0.62,0.8496,4,18-24,Desktop,Asia-Pacific,Carousel,Conversion,Daily
943,1943,Campaign_943,LinkedIn,2023-01-29,22988,1459,234,2033.24,4345.56,0.0635,1.39,8.69,0.1604,2.14,0.9365,4,45-54,Mobile,North America,Video,Conversion,Lifetime
944,1944,Campaign_944,LinkedIn,2024-07-21,44027,3696,277,3544.90,2459.24,0.0839,0.96,12.80,0.0749,0.69,0.9161,4,35-44,Desktop,LATAM,Text,Awareness,Daily
945,1945,Campaign_945,LinkedIn,2023-01-08,25908,1380,201,2850.75,1838.94,0.0533,2.07,14.18,0.1457,0.65,0.9467,2,35-44,Tablet,North America,Carousel,Awareness,Lifetime
946,1946,Campaign_946,LinkedIn,2023-12-18,6674,4773,499,4630.51,7931.91,0.7152,0.97,9.28,0.1045,1.71,0.2848,3,55+,Desktop,North America,Text,Awareness,Lifetime
947,1947,Campaign_947,Google Ads,2023-09-23,6002,2104,349,175.93,509.22,0.3505,0.08,0.50,0.1659,2.89,0.6495,4,18-24,Tablet,LATAM,Text,Awareness,Daily
948,1948,Campaign_948,Organic Search,2024-03-08,28567,1003,224,3555.57,5571.54,0.0351,3.54,15.87,0.2233,1.57,0.9649,5,55+,Desktop,LATAM,Image,Consideration,Lifetime
949,1949,Campaign_949,Email,2024-01-04,1910,1892,82,1685.12,2344.34,0.9906,0.89,20.55,0.0433,1.39,0.0094,4,35-44,Tablet,LATAM,Carousel,Consideration,Lifetime
950,1950,Campaign_950,Facebook Ads,2023-09-30,30072,2852,45,942.16,2821.67,0.0948,0.33,20.94,0.0158,2.99,0.9052,3,18-24,Mobile,Europe,Video,Awareness,Lifetime
951,1951,Campaign_951,Organic Search,2024-01-11,34717,59,88,2576.46,4714.72,0.0017,43.67,29.28,1.4915,1.83,0.9983,5,35-44,Desktop,LATAM,Video,Conversion,Daily
952,1952,Campaign_952,LinkedIn,2023-09-30,22809,2659,185,2550.07,3667.26,0.1166,0.96,13.78,0.0696,1.44,0.8834,2,18-24,Desktop,LATAM,Carousel,Consideration,Lifetime
953,1953,Campaign_953,Organic Search,2024-02-04,27651,171,374,728.20,1066.56,0.0062,4.26,1.95,2.1871,1.46,0.9938,2,35-44,Desktop,LATAM,Image,Awareness,Daily
954,1954,Campaign_954,Email,2024-04-22,45291,4832,188,1049.39,1036.17,0.1067,0.22,5.58,0.0389,0.99,0.8933,3,45-54,Tablet,LATAM,Carousel,Conversion,Daily
955,1955,Campaign_955,Facebook Ads,2024-04-12,44989,2610,245,2070.42,3686.50,0.0580,0.79,8.45,0.0939,1.78,0.9420,2,55+,Desktop,North America,Text,Consideration,Daily
956,1956,Campaign_956,Facebook Ads,2024-01-12,17484,3087,45,2073.62,3311.86,0.1766,0.67,46.08,0.0146,1.60,0.8234,4,18-24,Desktop,LATAM,Image,Consideration,Daily
957,1957,Campaign_957,Email,2024-08-07,5646,490,256,1621.91,1908.97,0.0868,3.31,6.34,0.5224,1.18,0.9132,1,55+,Mobile,Asia-Pacific,Text,Awareness,Daily
958,1958,Campaign_958,Email,2024-12-21,40713,2799,351,785.30,707.83,0.0687,0.28,2.24,0.1254,0.90,0.9313,2,18-24,Desktop,LATAM,Carousel,Conversion,Lifetime
959,1959,Campaign_959,LinkedIn,2023-02-05,3400,640,408,71.65,91.58,0.1882,0.11,0.18,0.6375,1.28,0.8118,3,18-24,Desktop,Asia-Pacific,Image,Awareness,Lifetime
960,1960,Campaign_960,Facebook Ads,2024-05-17,45331,1418,60,4852.66,8597.50,0.0313,3.42,80.88,0.0423,1.77,0.9687,4,18-24,Desktop,Asia-Pacific,Carousel,Consideration,Lifetime
961,1961,Campaign_961,Organic Search,2024-11-07,23185,2039,104,4720.32,3048.54,0.0879,2.32,45.39,0.0510,0.65,0.9121,5,35-44,Desktop,Europe,Carousel,Conversion,Daily
962,1962,Campaign_962,Google Ads,2023-07-25,19727,1411,336,2444.07,2161.44,0.0715,1.73,7.27,0.2381,0.88,0.9285,5,25-34,Mobile,Europe,Image,Consideration,Lifetime
963,1963,Campaign_963,Google Ads,2024-05-26,34120,3823,13,4975.51,14275.45,0.1120,1.30,382.73,0.0034,2.87,0.8880,2,35-44,Desktop,North America,Image,Awareness,Lifetime
964,1964,Campaign_964,Email,2024-08-12,49257,2114,300,3384.59,6285.65,0.0429,1.60,11.28,0.1419,1.86,0.9571,4,25-34,Desktop,LATAM,Carousel,Awareness,Lifetime
965,1965,Campaign_965,LinkedIn,2023-01-12,2018,2465,76,390.84,257.42,1.2215,0.16,5.14,0.0308,0.66,-0.2215,1,35-44,Mobile,LATAM,Video,Consideration,Daily
966,1966,Campaign_966,Google Ads,2024-07-04,18563,3001,229,632.71,1412.66,0.1617,0.21,2.76,0.0763,2.23,0.8383,3,25-34,Tablet,Asia-Pacific,Image,Awareness,Lifetime
967,1967,Campaign_967,Facebook Ads,2023-05-19,6193,2818,166,4584.75,3000.75,0.4550,1.63,27.62,0.0589,0.65,0.5450,5,18-24,Tablet,LATAM,Video,Awareness,Lifetime
968,1968,Campaign_968,Email,2023-03-31,16701,3466,65,3168.76,7437.67,0.2075,0.91,48.75,0.0188,2.35,0.7925,3,18-24,Mobile,Asia-Pacific,Video,Consideration,Daily
969,1969,Campaign_969,Organic Search,2024-11-12,4536,1626,31,4223.76,10031.04,0.3585,2.60,136.25,0.0191,2.37,0.6415,2,25-34,Mobile,Europe,Video,Conversion,Lifetime
970,1970,Campaign_970,Email,2024-06-10,49217,164,95,4496.43,9567.04,0.0033,27.42,47.33,0.5793,2.13,0.9967,3,25-34,Tablet,North America,Video,Consideration,Lifetime
971,1971,Campaign_971,Organic Search,2024-10-27,45610,1418,57,2267.31,5283.99,0.0311,1.60,39.78,0.0402,2.33,0.9689,2,55+,Desktop,Europe,Text,Consideration,Daily
972,1972,Campaign_972,Email,2024-04-24,19886,188,103,290.20,208.92,0.0095,1.54,2.82,0.5479,0.72,0.9905,3,18-24,Tablet,LATAM,Carousel,Conversion,Daily
973,1973,Campaign_973,Email,2023-11-14,37587,4973,311,981.99,2275.22,0.1323,0.20,3.16,0.0625,2.32,0.8677,3,35-44,Desktop,Asia-Pacific,Image,Awareness,Daily
974,1974,Campaign_974,Email,2024-05-23,30410,4991,133,379.53,319.46,0.1641,0.08,2.85,0.0266,0.84,0.8359,3,55+,Mobile,Europe,Carousel,Conversion,Daily
975,1975,Campaign_975,Organic Search,2023-08-11,34744,3423,216,984.26,1327.54,0.0985,0.29,4.56,0.0631,1.35,0.9015,5,25-34,Mobile,LATAM,Carousel,Consideration,Lifetime
976,1976,Campaign_976,Organic Search,2024-01-15,39665,1365,66,2082.14,5948.39,0.0344,1.53,31.55,0.0484,2.86,0.9656,4,35-44,Mobile,Asia-Pacific,Carousel,Conversion,Daily
977,1977,Campaign_977,Email,2024-01-23,16957,123,465,635.07,1115.94,0.0073,5.16,1.37,3.7805,1.76,0.9927,5,45-54,Tablet,LATAM,Carousel,Awareness,Lifetime
978,1978,Campaign_978,Google Ads,2023-11-12,49127,3896,177,875.33,2554.71,0.0793,0.22,4.95,0.0454,2.92,0.9207,5,45-54,Mobile,LATAM,Carousel,Conversion,Daily
979,1979,Campaign_979,LinkedIn,2023-12-24,47008,533,373,2256.82,1630.11,0.0113,4.23,6.05,0.6998,0.72,0.9887,4,45-54,Tablet,North America,Image,Conversion,Daily
980,1980,Campaign_980,LinkedIn,2024-07-13,33875,4161,246,1733.85,2936.95,0.1228,0.42,7.05,0.0591,1.69,0.8772,3,35-44,Desktop,Europe,Carousel,Consideration,Daily
981,1981,Campaign_981,LinkedIn,2023-01-18,49292,1599,293,2364.91,1551.39,0.0324,1.48,8.07,0.1832,0.66,0.9676,1,25-34,Desktop,LATAM,Carousel,Conversion,Lifetime
982,1982,Campaign_982,Organic Search,2024-09-29,2626,1409,234,2174.40,4513.02,0.5366,1.54,9.29,0.1661,2.08,0.4634,4,35-44,Desktop,LATAM,Carousel,Consideration,Lifetime
983,1983,Campaign_983,Organic Search,2023-07-12,26279,1946,130,3240.17,2257.65,0.0741,1.67,24.92,0.0668,0.70,0.9259,3,55+,Mobile,North America,Text,Awareness,Lifetime
984,1984,Campaign_984,Google Ads,2024-10-18,7229,4274,111,4689.09,4400.33,0.5912,1.10,42.24,0.0260,0.94,0.4088,2,55+,Desktop,North America,Video,Conversion,Lifetime
985,1985,Campaign_985,LinkedIn,2024-01-03,7877,560,388,583.93,669.81,0.0711,1.04,1.50,0.6929,1.15,0.9289,3,45-54,Mobile,Asia-Pacific,Text,Conversion,Daily
986,1986,Campaign_986,LinkedIn,2023-06-29,34642,472,407,541.34,1283.98,0.0136,1.15,1.33,0.8623,2.37,0.9864,4,25-34,Tablet,LATAM,Carousel,Consideration,Daily
987,1987,Campaign_987,Email,2023-06-15,39311,2482,53,4271.39,3886.56,0.0631,1.72,80.59,0.0214,0.91,0.9369,5,55+,Mobile,LATAM,Text,Consideration,Daily
988,1988,Campaign_988,Organic Search,2023-07-09,33356,1956,289,2556.66,6689.71,0.0586,1.31,8.85,0.1478,2.62,0.9414,3,18-24,Desktop,LATAM,Image,Awareness,Lifetime
989,1989,Campaign_989,LinkedIn,2024-08-12,4809,4377,238,3843.70,3189.35,0.9102,0.88,16.15,0.0544,0.83,0.0898,4,18-24,Mobile,LATAM,Image,Consideration,Lifetime
990,1990,Campaign_990,Google Ads,2023-10-06,44371,1008,239,1116.34,656.53,0.0227,1.11,4.67,0.2371,0.59,0.9773,5,45-54,Mobile,North America,Image,Consideration,Daily
991,1991,Campaign_991,Google Ads,2023-08-08,35875,874,294,4152.87,6177.87,0.0244,4.75,14.13,0.3364,1.49,0.9756,3,45-54,Tablet,Europe,Video,Awareness,Daily
992,1992,Campaign_992,LinkedIn,2024-04-10,45513,114,111,4623.04,13631.51,0.0025,40.55,41.65,0.9737,2.95,0.9975,2,45-54,Mobile,North America,Image,Consideration,Lifetime
993,1993,Campaign_993,Organic Search,2023-10-07,10465,4978,87,3195.64,2479.36,0.4757,0.64,36.73,0.0175,0.78,0.5243,3,55+,Desktop,Asia-Pacific,Video,Consideration,Lifetime
994,1994,Campaign_994,Google Ads,2024-12-18,1559,4760,227,574.10,433.04,3.0532,0.12,2.53,0.0477,0.75,-2.0532,5,25-34,Mobile,North America,Image,Consideration,Daily
995,1995,Campaign_995,Email,2024-06-02,9308,3398,475,4481.71,10657.13,0.3651,1.32,9.44,0.1398,2.38,0.6349,2,45-54,Mobile,Europe,Text,Consideration,Daily
996,1996,Campaign_996,Google Ads,2024-02-07,22353,850,303,3972.81,5086.80,0.0380,4.67,13.11,0.3565,1.28,0.9620,3,35-44,Desktop,LATAM,Text,Awareness,Daily
997,1997,Campaign_997,Facebook Ads,2023-10-13,16250,327,304,3766.84,8638.13,0.0201,11.52,12.39,0.9297,2.29,0.9799,3,45-54,Mobile,Asia-Pacific,Text,Awareness,Lifetime
998,1998,Campaign_998,Facebook Ads,2023-01-26,47023,1767,289,231.80,231.81,0.0376,0.13,0.80,0.1636,1.00,0.9624,5,55+,Tablet,Asia-Pacific,Text,Consideration,Lifetime
999,1999,Campaign_999,Organic Search,2023-05-11,36814,2463,207,4004.86,6608.74,0.0669,1.63,19.35,0.0840,1.65,0.9331,5,25-34,Desktop,LATAM,Video,Conversion,Daily
1000,2000,Campaign_1000,LinkedIn,2023-08-15,47624,1288,355,732.86,852.48,0.0270,0.57,2.06,0.2756,1.16,0.9730,3,45-54,Desktop,Europe,Image,Awareness,Daily
1001,2001,Campaign_1001,Organic Search,2023-03-13,17427,4573,390,1150.81,1874.46,0.2624,0.25,2.95,0.0853,1.63,0.7376,5,18-24,Mobile,North America,Carousel,Conversion,Daily
1002,2002,Campaign_1002,Organic Search,2023-01-09,34276,1536,273,2906.82,7042.48,0.0448,1.89,10.65,0.1777,2.42,0.9552,2,45-54,Tablet,LATAM,Text,Consideration,Lifetime
1003,2003,Campaign_1003,Organic Search,2023-06-07,7107,4731,69,1361.65,3274.80,0.6657,0.29,19.73,0.0146,2.41,0.3343,2,45-54,Tablet,Europe,Image,Consideration,Lifetime
1004,2004,Campaign_1004,Organic Search,2024-02-27,14476,3348,369,3323.67,5947.48,0.2313,0.99,9.01,0.1102,1.79,0.7687,5,25-34,Desktop,Europe,Image,Awareness,Daily
1005,2005,Campaign_1005,Email,2024-08-30,4439,4520,219,3059.95,8631.90,1.0182,0.68,13.97,0.0485,2.82,-0.0182,4,35-44,Desktop,Europe,Image,Conversion,Daily
1006,2006,Campaign_1006,Email,2024-06-21,21312,3045,230,585.34,678.68,0.1429,0.19,2.54,0.0755,1.16,0.8571,2,45-54,Mobile,LATAM,Carousel,Awareness,Daily
1007,2007,Campaign_1007,Google Ads,2023-03-27,22795,142,289,3297.27,3629.56,0.0062,23.22,11.41,2.0352,1.10,0.9938,3,45-54,Desktop,Europe,Text,Awareness,Lifetime
1008,2008,Campaign_1008,Facebook Ads,2024-08-01,14136,3581,306,4623.58,9406.75,0.2533,1.29,15.11,0.0855,2.03,0.7467,5,55+,Tablet,Asia-Pacific,Video,Awareness,Lifetime
1009,2009,Campaign_1009,Organic Search,2024-07-04,15167,1890,360,847.49,1740.10,0.1246,0.45,2.35,0.1905,2.05,0.8754,5,25-34,Mobile,Asia-Pacific,Video,Consideration,Lifetime
1010,2010,Campaign_1010,Google Ads,2023-03-19,18300,3577,348,3005.46,1852.42,0.1955,0.84,8.64,0.0973,0.62,0.8045,5,55+,Mobile,North America,Carousel,Conversion,Lifetime
1011,2011,Campaign_1011,Facebook Ads,2024-05-20,18182,1671,254,1742.23,3518.34,0.0919,1.04,6.86,0.1520,2.02,0.9081,4,45-54,Tablet,North America,Carousel,Consideration,Daily
1012,2012,Campaign_1012,LinkedIn,2024-08-08,5971,1611,451,2325.08,3339.03,0.2698,1.44,5.16,0.2800,1.44,0.7302,5,45-54,Tablet,Europe,Video,Consideration,Daily
1013,2013,Campaign_1013,Email,2024-05-11,27909,1466,141,1470.65,3483.39,0.0525,1.00,10.43,0.0962,2.37,0.9475,4,18-24,Desktop,Europe,Video,Consideration,Lifetime
1014,2014,Campaign_1014,Facebook Ads,2023-11-11,20659,3014,68,1802.95,4543.91,0.1459,0.60,26.51,0.0226,2.52,0.8541,4,55+,Tablet,Europe,Text,Awareness,Lifetime
1015,2015,Campaign_1015,LinkedIn,2023-05-27,32403,4240,88,193.11,363.12,0.1309,0.05,2.19,0.0208,1.88,0.8691,5,25-34,Mobile,North America,Video,Consideration,Lifetime
1016,2016,Campaign_1016,Facebook Ads,2023-12-31,49651,1180,358,4908.68,2475.26,0.0238,4.16,13.71,0.3034,0.50,0.9762,3,45-54,Mobile,Asia-Pacific,Video,Consideration,Daily
1017,2017,Campaign_1017,Email,2023-02-17,34586,1463,135,3142.76,6571.24,0.0423,2.15,23.28,0.0923,2.09,0.9577,1,18-24,Tablet,Asia-Pacific,Video,Consideration,Lifetime
1018,2018,Campaign_1018,Email,2024-11-17,11360,3647,142,2528.49,5998.09,0.3210,0.69,17.81,0.0389,2.37,0.6790,3,18-24,Desktop,LATAM,Carousel,Consideration,Daily
1019,2019,Campaign_1019,Google Ads,2024-01-31,22424,3794,338,1949.39,2188.11,0.1692,0.51,5.77,0.0891,1.12,0.8308,4,35-44,Mobile,North America,Video,Consideration,Daily
1020,2020,Campaign_1020,Organic Search,2023-01-01,33499,2168,186,2719.90,4519.43,0.0647,1.25,14.62,0.0858,1.66,0.9353,2,25-34,Desktop,Europe,Video,Consideration,Daily
1021,2021,Campaign_1021,Facebook Ads,2023-05-31,45695,713,10,1931.52,5629.06,0.0156,2.71,193.15,0.0140,2.91,0.9844,2,18-24,Tablet,Asia-Pacific,Text,Conversion,Lifetime
1022,2022,Campaign_1022,Facebook Ads,2023-12-29,49791,2684,147,1831.54,2280.80,0.0539,0.68,12.46,0.0548,1.25,0.9461,3,25-34,Desktop,LATAM,Image,Awareness,Lifetime
1023,2023,Campaign_1023,LinkedIn,2023-01-19,4065,2824,438,2346.54,2482.37,0.6947,0.83,5.36,0.1551,1.06,0.3053,1,45-54,Mobile,Asia-Pacific,Carousel,Consideration,Lifetime
1024,2024,Campaign_1024,Email,2023-06-11,4259,4019,291,1416.12,1454.55,0.9436,0.35,4.87,0.0724,1.03,0.0564,4,35-44,Tablet,LATAM,Carousel,Awareness,Lifetime
1025,2025,Campaign_1025,Facebook Ads,2024-01-30,13300,3540,337,941.25,1785.55,0.2662,0.27,2.79,0.0952,1.90,0.7338,3,25-34,Mobile,Europe,Text,Conversion,Daily
1026,2026,Campaign_1026,Email,2023-09-29,34370,1621,397,2805.20,8063.46,0.0472,1.73,7.07,0.2449,2.87,0.9528,2,35-44,Mobile,Europe,Video,Conversion,Daily
1027,2027,Campaign_1027,Facebook Ads,2024-03-02,5295,1573,441,4221.69,8535.10,0.2971,2.68,9.57,0.2804,2.02,0.7029,4,25-34,Tablet,Asia-Pacific,Image,Awareness,Lifetime
1028,2028,Campaign_1028,Google Ads,2023-01-19,28209,1037,37,806.50,1014.83,0.0368,0.78,21.80,0.0357,1.26,0.9632,5,25-34,Desktop,North America,Text,Conversion,Daily
1029,2029,Campaign_1029,Organic Search,2023-03-05,43751,3288,344,212.03,444.50,0.0752,0.06,0.62,0.1046,2.10,0.9248,1,55+,Tablet,Asia-Pacific,Image,Consideration,Daily
1030,2030,Campaign_1030,Facebook Ads,2024-12-08,37295,3895,207,1271.72,2622.42,0.1044,0.33,6.14,0.0531,2.06,0.8956,2,35-44,Mobile,North America,Video,Conversion,Lifetime
1031,2031,Campaign_1031,Email,2024-01-08,21927,3743,209,4899.62,9761.58,0.1707,1.31,23.44,0.0558,1.99,0.8293,5,25-34,Mobile,Asia-Pacific,Image,Consideration,Lifetime
1032,2032,Campaign_1032,Google Ads,2024-04-01,35579,148,0,4152.35,3731.16,0.0042,28.06,0.00,0.0000,0.90,0.9958,3,55+,Mobile,North America,Text,Awareness,Daily
1033,2033,Campaign_1033,Facebook Ads,2023-06-28,45871,2338,359,2999.54,6258.29,0.0510,1.28,8.36,0.1536,2.09,0.9490,5,55+,Tablet,Europe,Video,Awareness,Lifetime
1034,2034,Campaign_1034,LinkedIn,2023-05-12,10032,1564,64,4649.78,7325.32,0.1559,2.97,72.65,0.0409,1.58,0.8441,3,35-44,Tablet,LATAM,Carousel,Awareness,Daily
1035,2035,Campaign_1035,Organic Search,2024-04-07,28718,4347,0,2254.13,1231.84,0.1514,0.52,0.00,0.0000,0.55,0.8486,2,45-54,Tablet,North America,Image,Awareness,Lifetime
1036,2036,Campaign_1036,Facebook Ads,2024-10-17,13877,683,242,4917.24,9094.00,0.0492,7.20,20.32,0.3543,1.85,0.9508,2,35-44,Tablet,Europe,Video,Awareness,Daily
1037,2037,Campaign_1037,Google Ads,2024-07-26,41731,4891,468,1516.70,4509.40,0.1172,0.31,3.24,0.0957,2.97,0.8828,1,25-34,Desktop,LATAM,Video,Awareness,Lifetime
1038,2038,Campaign_1038,LinkedIn,2023-06-05,48992,4635,380,1239.51,1703.52,0.0946,0.27,3.26,0.0820,1.37,0.9054,5,45-54,Mobile,Europe,Text,Consideration,Daily
1039,2039,Campaign_1039,Google Ads,2023-01-04,27666,628,315,3208.34,9348.78,0.0227,5.11,10.19,0.5016,2.91,0.9773,5,35-44,Desktop,Europe,Video,Awareness,Lifetime
1040,2040,Campaign_1040,Google Ads,2023-03-21,42684,4009,24,1921.86,1423.16,0.0939,0.48,80.08,0.0060,0.74,0.9061,5,35-44,Mobile,Europe,Text,Conversion,Lifetime
1041,2041,Campaign_1041,LinkedIn,2024-01-25,7766,322,346,3150.51,7344.23,0.0415,9.78,9.11,1.0745,2.33,0.9585,5,35-44,Mobile,North America,Carousel,Consideration,Lifetime
1042,2042,Campaign_1042,Google Ads,2023-03-24,23829,4931,393,1559.73,1225.67,0.2069,0.32,3.97,0.0797,0.79,0.7931,5,35-44,Desktop,Europe,Image,Consideration,Daily
1043,2043,Campaign_1043,LinkedIn,2023-04-13,21221,4004,49,3108.70,3680.48,0.1887,0.78,63.44,0.0122,1.18,0.8113,4,45-54,Tablet,Europe,Carousel,Consideration,Lifetime
1044,2044,Campaign_1044,Facebook Ads,2024-09-17,26102,3977,395,1414.94,2726.73,0.1524,0.36,3.58,0.0993,1.93,0.8476,5,25-34,Mobile,Europe,Text,Consideration,Lifetime
1045,2045,Campaign_1045,LinkedIn,2024-04-03,35433,502,347,302.31,599.16,0.0142,0.60,0.87,0.6912,1.98,0.9858,2,55+,Tablet,North America,Carousel,Awareness,Daily
1046,2046,Campaign_1046,LinkedIn,2023-08-21,16932,1225,240,4565.07,11129.77,0.0723,3.73,19.02,0.1959,2.44,0.9277,3,35-44,Desktop,Asia-Pacific,Image,Awareness,Lifetime
1047,2047,Campaign_1047,Organic Search,2024-12-22,26714,4961,31,4421.87,9013.00,0.1857,0.89,142.64,0.0062,2.04,0.8143,4,55+,Mobile,Europe,Carousel,Awareness,Daily
1048,2048,Campaign_1048,LinkedIn,2024-11-16,40743,463,32,4855.45,9633.39,0.0114,10.49,151.73,0.0691,1.98,0.9886,5,55+,Tablet,Asia-Pacific,Video,Conversion,Daily
1049,2049,Campaign_1049,LinkedIn,2023-04-28,3552,1600,199,3596.81,10002.31,0.4505,2.25,18.07,0.1244,2.78,0.5495,4,55+,Desktop,Europe,Image,Awareness,Daily
1050,2050,Campaign_1050,Facebook Ads,2024-07-07,46987,4576,233,3429.47,5591.41,0.0974,0.75,14.72,0.0509,1.63,0.9026,5,35-44,Mobile,North America,Carousel,Awareness,Daily
1051,2051,Campaign_1051,Organic Search,2023-07-18,15274,1996,25,2817.07,2995.01,0.1307,1.41,112.68,0.0125,1.06,0.8693,3,35-44,Desktop,Asia-Pacific,Image,Conversion,Daily
1052,2052,Campaign_1052,Email,2024-04-15,46380,241,41,673.41,609.08,0.0052,2.79,16.42,0.1701,0.90,0.9948,4,35-44,Tablet,Europe,Carousel,Awareness,Daily
1053,2053,Campaign_1053,Facebook Ads,2024-06-12,30250,90,433,986.71,1480.05,0.0030,10.96,2.28,4.8111,1.50,0.9970,5,35-44,Mobile,Asia-Pacific,Video,Awareness,Lifetime
1054,2054,Campaign_1054,Facebook Ads,2023-11-07,3808,1909,60,1482.87,3383.73,0.5013,0.78,24.71,0.0314,2.28,0.4987,2,18-24,Mobile,LATAM,Text,Consideration,Daily
1055,2055,Campaign_1055,Email,2023-12-26,44858,1382,40,4456.27,2702.10,0.0308,3.22,111.41,0.0289,0.61,0.9692,5,25-34,Mobile,Asia-Pacific,Carousel,Awareness,Lifetime
1056,2056,Campaign_1056,LinkedIn,2023-03-21,46028,3499,440,906.20,745.47,0.0760,0.26,2.06,0.1258,0.82,0.9240,4,18-24,Desktop,Europe,Image,Conversion,Daily
1057,2057,Campaign_1057,Google Ads,2024-02-03,16295,185,129,4618.22,3534.25,0.0114,24.96,35.80,0.6973,0.77,0.9886,4,45-54,Desktop,Asia-Pacific,Carousel,Consideration,Lifetime
1058,2058,Campaign_1058,Organic Search,2024-06-29,48605,4251,354,2637.79,5178.31,0.0875,0.62,7.45,0.0833,1.96,0.9125,5,18-24,Desktop,Europe,Text,Conversion,Daily
1059,2059,Campaign_1059,Google Ads,2024-01-10,15669,4664,353,3592.07,3977.00,0.2977,0.77,10.18,0.0757,1.11,0.7023,3,18-24,Desktop,Asia-Pacific,Video,Conversion,Daily
1060,2060,Campaign_1060,Email,2023-10-31,11523,1991,197,595.71,545.46,0.1728,0.30,3.02,0.0989,0.92,0.8272,3,18-24,Tablet,Asia-Pacific,Video,Awareness,Lifetime
1061,2061,Campaign_1061,Facebook Ads,2024-01-21,46530,1615,286,1381.72,2738.47,0.0347,0.86,4.83,0.1771,1.98,0.9653,4,25-34,Desktop,North America,Text,Consideration,Lifetime
1062,2062,Campaign_1062,Facebook Ads,2024-03-30,14769,4271,150,4794.67,11522.91,0.2892,1.12,31.96,0.0351,2.40,0.7108,1,55+,Desktop,North America,Video,Awareness,Daily
1063,2063,Campaign_1063,Organic Search,2023-10-09,47499,438,203,1367.44,1819.22,0.0092,3.12,6.74,0.4635,1.33,0.9908,3,45-54,Desktop,Asia-Pacific,Carousel,Consideration,Daily
